receipt_id,room_no,room_member_id,receipt_type,input_method,image_url,image_hash,ocr_status,store_name,total_amount,amount,receipt_issued_at,address,center_lat,center_lng,split_group_id,good_price_store_id,good_price_store_name,good_price_store_address,good_price_matched,good_price_verified_at,confirmed,created_at,updated_at
701158,546,302131,SPLIT,MANUAL,,,MANUAL,안양우동,7500,7500,2025-04-05 05:58:13,경기 안양시 만안구 냉천로 22,37.3924047,126.95196,800480,GP_ANYANG_JP_001,안양우동,경기 안양시 만안구 냉천로 22,1,2025-04-05 07:06:13,1,2025-04-05 06:02:13,2025-04-05 06:55:13
701159,110,300409,SPLIT,MANUAL,,,MANUAL,강남스시바,13600,13600,2026-04-13 13:12:30,서울 강남구 선릉로 88,37.5033905,127.0490597,800010,,,,0,,1,2026-04-13 13:23:30,2026-04-13 13:37:30
701160,110,300412,SPLIT,MANUAL,,,MANUAL,강남스시바,10200,10200,2026-05-20 21:28:50,서울 강남구 선릉로 88,37.5042886,127.0498369,800010,,,,0,,1,2026-05-20 21:31:50,2026-05-20 22:26:50
701161,110,300408,SPLIT,MANUAL,,,MANUAL,강남스시바,9900,9900,2026-04-27 16:25:03,서울 강남구 선릉로 88,37.5047792,127.0496242,800010,,,,0,,1,2026-04-27 16:39:03,2026-04-27 17:38:03
701162,104,300383,SPLIT,GALLERY,https://storage.beggar.dev/receipts/701162.jpg,d7c740f256744d00b4ce30b654f2c7e926e3b57af15d6ec47cb6af5060a96e0d,SUCCESS,대구따로국밥,8000,8000,2024-07-11 17:29:51,대구 중구 중앙대로 30,35.8705252,128.5953631,800219,GP_DAEGU_KR_001,대구따로국밥,대구 중구 중앙대로 30,1,2024-07-11 18:35:51,1,2024-07-11 17:47:51,2024-07-11 18:17:51
701163,104,300382,SPLIT,GALLERY,https://storage.beggar.dev/receipts/701163.jpg,3499ed3e2b86faf9a611a538bb7b0e15e04350910e6dd74d79353f2154461b1f,SUCCESS,대구따로국밥,10600,10600,2024-07-11 16:42:18,대구 중구 중앙대로 30,35.8720116,128.5960237,800219,,,,0,,1,2024-07-11 16:56:18,2024-07-11 17:16:18
701164,529,302076,SPLIT,GALLERY,https://storage.beggar.dev/receipts/701164.jpg,042ef49e6c86fdddcbd89310cc399e3bb32f16b623fda691842f665b606c8f29,SUCCESS,해운대스테이크,11100,11100,2024-10-19 08:51:35,부산 해운대구 달맞이길 55,35.1648854,129.1707578,800075,GP_BUSAN_WS_001,해운대스테이크,부산 해운대구 달맞이길 55,1,2024-10-19 09:21:35,1,2024-10-19 09:13:35,2024-10-19 09:43:35
701165,529,302077,SPLIT,MANUAL,,,MANUAL,해운대스테이크,10100,10100,2024-10-19 09:14:28,부산 해운대구 달맞이길 55,35.1656273,129.1702731,800075,,,,0,,1,2024-10-19 09:40:28,2024-10-19 10:05:28
701166,488,301905,SPLIT,MANUAL,,,MANUAL,강남스시바,14300,14300,2024-07-26 04:55:55,서울 강남구 선릉로 88,37.5030739,127.0480964,800099,,,,0,,1,2024-07-26 05:15:55,2024-07-26 05:52:55
701167,488,301907,SPLIT,MANUAL,,,MANUAL,강남스시바,13500,13500,2024-07-26 07:24:10,서울 강남구 선릉로 88,37.5048118,127.0496653,800099,GP_GANGNAM_JP_001,강남스시바,서울 강남구 선릉로 88,1,2024-07-26 09:01:10,1,2024-07-26 07:42:10,2024-07-26 08:03:10
701168,488,301904,SPLIT,MANUAL,,,MANUAL,강남스시바,10400,10400,2024-07-26 07:55:07,서울 강남구 선릉로 88,37.5038192,127.0490441,800099,,,,0,,1,2024-07-26 08:06:07,2024-07-26 08:16:07
701169,488,301903,SPLIT,CAMERA,https://storage.beggar.dev/receipts/701169.jpg,a4875a2fe79d3eaa86b1f9bd0ab4eadf99bc6bd21dd582d0362e26fa81c24962,SUCCESS,강남스시바,12000,12000,2024-07-26 06:00:03,서울 강남구 선릉로 88,37.5042385,127.0498783,800099,GP_GANGNAM_JP_001,강남스시바,서울 강남구 선릉로 88,1,2024-07-26 07:57:03,1,2024-07-26 06:06:03,2024-07-26 06:47:03
701170,123,300465,SPLIT,CAMERA,https://storage.beggar.dev/receipts/701170.jpg,350c9532a150b793d2739e6ba1535e3b34a5db8db6c20a9a3d32f9c620effdb9,SUCCESS,만안감자탕,10500,10500,2025-01-10 22:24:13,경기 안양시 만안구 만안로 30,37.3892223,126.9521847,800141,,,,0,,1,2025-01-10 22:35:13,2025-01-10 23:15:13
701171,123,300464,SPLIT,MANUAL,,,MANUAL,만안감자탕,9400,9400,2025-01-10 21:41:44,경기 안양시 만안구 만안로 30,37.3900776,126.9523207,800141,,,,0,,1,2025-01-10 21:46:44,2025-01-10 21:50:44
701172,123,300463,SPLIT,MANUAL,,,MANUAL,만안감자탕,11000,11000,2025-01-10 22:47:44,경기 안양시 만안구 만안로 30,37.3900576,126.9513751,800141,GP_ANYANG_KR_002,만안감자탕,경기 안양시 만안구 만안로 30,1,2025-01-11 00:14:44,1,2025-01-10 23:15:44,2025-01-10 23:55:44
701173,123,300466,SPLIT,MANUAL,,,MANUAL,만안감자탕,9500,9500,2025-01-10 22:18:58,경기 안양시 만안구 만안로 30,37.3901612,126.9515985,800141,GP_ANYANG_KR_002,만안감자탕,경기 안양시 만안구 만안로 30,1,2025-01-10 23:01:58,1,2025-01-10 22:47:58,2025-01-10 22:52:58
701174,123,300465,SPLIT,GALLERY,https://storage.beggar.dev/receipts/701174.jpg,c24de008a7ab01f8a87a84f38dfceea5b056e3d3369bbe69f8ef31ff758c305e,SUCCESS,만안감자탕,10800,10800,2025-01-10 22:02:09,경기 안양시 만안구 만안로 30,37.3893198,126.9529898,800141,GP_ANYANG_KR_002,만안감자탕,경기 안양시 만안구 만안로 30,1,2025-01-10 23:18:09,1,2025-01-10 22:28:09,2025-01-10 22:34:09
701175,349,301362,SPLIT,MANUAL,,,MANUAL,광주짬뽕,6500,6500,2025-07-26 15:23:26,광주 서구 화정로 5,35.153504,126.8546978,800020,GP_GWANGJU_CN_001,광주짬뽕,광주 서구 화정로 5,1,2025-07-26 15:47:26,1,2025-07-26 15:30:26,2025-07-26 16:10:26
701176,349,301365,SPLIT,GALLERY,https://storage.beggar.dev/receipts/701176.jpg,721f9a3d7d658c185f4966ce75b84c95cd0728219ca8aa8144b21f9c773207cd,SUCCESS,광주짬뽕,7400,7400,2025-07-26 15:36:53,광주 서구 화정로 5,35.1538905,126.8536731,800020,,,,0,,1,2025-07-26 15:39:53,2025-07-26 16:15:53
701177,384,301505,SPLIT,MANUAL,,,MANUAL,안양우동,8000,8000,2025-04-28 16:45:04,경기 안양시 만안구 냉천로 22,37.3921205,126.9508505,800469,GP_ANYANG_JP_001,안양우동,경기 안양시 만안구 냉천로 22,1,2025-04-28 17:49:04,1,2025-04-28 17:00:04,2025-04-28 17:29:04
701178,384,301507,SPLIT,GALLERY,https://storage.beggar.dev/receipts/701178.jpg,530d0a3bd303e4d7718dba389eeb86fabbdbaef2dfd544f6d39a10a4734fb9fc,SUCCESS,안양우동,7100,7100,2026-05-06 09:31:24,경기 안양시 만안구 냉천로 22,37.3925017,126.9515091,800469,GP_ANYANG_JP_001,안양우동,경기 안양시 만안구 냉천로 22,1,2026-05-06 10:40:24,1,2026-05-06 09:38:24,2026-05-06 09:52:24
701179,465,301816,SPLIT,MANUAL,,,MANUAL,성수샌드,4500,4500,2025-05-21 23:23:10,서울 성동구 서울숲2길 4,37.5446513,127.0450745,800393,,,,0,,1,2025-05-21 23:45:10,2025-05-22 00:10:10
701180,465,301814,SPLIT,MANUAL,,,MANUAL,성수샌드,6600,6600,2025-04-15 16:31:52,서울 성동구 서울숲2길 4,37.5444486,127.0437688,800393,GP_SEONGDONG_ETC_001,성수샌드,서울 성동구 서울숲2길 4,1,2025-04-15 18:31:52,1,2025-04-15 16:32:52,2025-04-15 16:47:52
701181,392,301542,SPLIT,MANUAL,,,MANUAL,성수카페밥,9300,9300,2025-02-15 07:50:15,서울 성동구 뚝섬로 50,37.54707,127.0492021,800062,,,,0,,1,2025-02-15 07:52:15,2025-02-15 08:28:15
701182,392,301540,SPLIT,MANUAL,,,MANUAL,성수카페밥,9100,9100,2025-02-15 08:00:35,서울 성동구 뚝섬로 50,37.5462713,127.0494244,800062,GP_SEONGDONG_WS_001,성수카페밥,서울 성동구 뚝섬로 50,1,2025-02-15 09:09:35,1,2025-02-15 08:23:35,2025-02-15 08:30:35
701183,392,301541,SPLIT,CAMERA,https://storage.beggar.dev/receipts/701183.jpg,993dfdcd9febde35d309063e98f8b4e095135019361c50e6d46d977a651fec3a,SUCCESS,성수카페밥,11600,11600,2025-02-15 07:20:13,서울 성동구 뚝섬로 50,37.5475151,127.0492797,800062,,,,0,,1,2025-02-15 07:33:13,2025-02-15 07:37:13
701184,392,301545,SPLIT,MANUAL,,,MANUAL,성수카페밥,11700,11700,2025-02-15 07:52:04,서울 성동구 뚝섬로 50,37.5471367,127.049418,800062,,,,0,,1,2025-02-15 07:55:04,2025-02-15 08:08:04
701185,205,300781,SPLIT,GALLERY,https://storage.beggar.dev/receipts/701185.jpg,7bb183637393f07711721f6392706ec49c1ac2c09233449df65b31cef8e89389,SUCCESS,대전토스트,3500,3500,2025-01-15 20:51:38,대전 서구 둔산로 20,36.3497334,127.3859113,800118,,,,0,,1,2025-01-15 21:02:38,2025-01-15 21:36:38
701186,205,300782,SPLIT,GALLERY,https://storage.beggar.dev/receipts/701186.jpg,4c09c99dade585f1e2db5dfdc2b80458832442b8478ba30d93c9c15901ffa3f9,SUCCESS,대전토스트,3000,3000,2025-01-15 20:03:30,대전 서구 둔산로 20,36.3499747,127.3843719,800118,,,,0,,1,2025-01-15 20:25:30,2025-01-15 20:40:30
701187,205,300781,SPLIT,MANUAL,,,MANUAL,대전토스트,3000,3000,2025-01-15 19:35:12,대전 서구 둔산로 20,36.3497858,127.3853577,800118,GP_DAEJEON_ETC_001,대전토스트,대전 서구 둔산로 20,1,2025-01-15 19:50:12,1,2025-01-15 20:01:12,2025-01-15 20:57:12
701188,549,302146,SPLIT,MANUAL,,,MANUAL,광주우동,6600,6600,2024-09-10 12:56:39,광주 서구 상무민주로 14,35.1515314,126.8507564,800077,,,,0,,1,2024-09-10 13:11:39,2024-09-10 13:12:39
701189,549,302148,SPLIT,MANUAL,,,MANUAL,광주우동,7000,7000,2024-09-10 11:19:58,광주 서구 상무민주로 14,35.1507554,126.8505098,800077,GP_GWANGJU_JP_001,광주우동,광주 서구 상무민주로 14,1,2024-09-10 11:37:58,1,2024-09-10 11:30:58,2024-09-10 12:28:58
701190,549,302147,SPLIT,CAMERA,https://storage.beggar.dev/receipts/701190.jpg,e36eb5903621eca6992148bd18c0deb1f71e566269c790de2cdd6ba39790eb42,SUCCESS,광주우동,6400,6400,2024-09-10 15:02:32,광주 서구 상무민주로 14,35.1517833,126.8506695,800077,,,,0,,1,2024-09-10 15:05:32,2024-09-10 15:07:32
701191,99,300366,SPLIT,MANUAL,,,MANUAL,대구탕수육,9100,9100,2026-03-30 17:04:31,대구 중구 달구벌대로 33,35.8690024,128.5939808,800325,GP_DAEGU_CN_001,대구탕수육,대구 중구 달구벌대로 33,1,2026-03-30 17:41:31,1,2026-03-30 17:16:31,2026-03-30 17:23:31
701192,99,300365,SPLIT,MANUAL,,,MANUAL,대구탕수육,12800,12800,2026-03-30 16:59:47,대구 중구 달구벌대로 33,35.8708673,128.5940182,800325,,,,0,,1,2026-03-30 17:08:47,2026-03-30 17:17:47
701193,99,300366,SPLIT,MANUAL,,,MANUAL,대구탕수육,10900,10900,2026-03-30 17:12:39,대구 중구 달구벌대로 33,35.8700577,128.594158,800325,,,,0,,1,2026-03-30 17:21:39,2026-03-30 18:01:39
701194,99,300365,SPLIT,MANUAL,,,MANUAL,대구탕수육,10500,10500,2026-03-30 18:19:29,대구 중구 달구벌대로 33,35.8701503,128.5930898,800325,,,,0,,1,2026-03-30 18:30:29,2026-03-30 19:20:29
701195,651,302552,SPLIT,GALLERY,https://storage.beggar.dev/receipts/701195.jpg,1dfdf59c4b25354a110672880462277c66ceb62902c67e58c15cfaae62f355e4,SUCCESS,안양돈까스,9500,9500,2024-06-21 01:23:20,경기 안양시 만안구 삼덕로 5,37.3967423,126.9465088,800323,,,,0,,1,2024-06-21 01:40:20,2024-06-21 02:14:20
701196,651,302551,SPLIT,GALLERY,https://storage.beggar.dev/receipts/701196.jpg,e4e49d6ebadb99f26bb2eb33ef17d7697fbb8219655115d831c8930c47b07123,SUCCESS,안양돈까스,9300,9300,2024-06-21 02:11:48,경기 안양시 만안구 삼덕로 5,37.3959073,126.9466917,800323,GP_ANYANG_WS_001,안양돈까스,경기 안양시 만안구 삼덕로 5,1,2024-06-21 02:36:48,1,2024-06-21 02:15:48,2024-06-21 03:09:48
701197,651,302549,SPLIT,GALLERY,https://storage.beggar.dev/receipts/701197.jpg,d1551b510bd8b289677315aa561668537a4408300ee2ab631dfbd3e0454c374c,PENDING,안양돈까스,7200,7200,2024-06-21 02:39:54,경기 안양시 만안구 삼덕로 5,37.3969702,126.9465777,800323,GP_ANYANG_WS_001,안양돈까스,경기 안양시 만안구 삼덕로 5,1,2024-06-21 04:25:54,1,2024-06-21 02:48:54,2024-06-21 03:44:54
701198,651,302553,SPLIT,CAMERA,https://storage.beggar.dev/receipts/701198.jpg,8449964427c8713ea6c7c9eb24ed90e767e07a7fff64f140f399b0ec95c231f7,SUCCESS,안양돈까스,7500,7500,2024-06-21 02:20:51,경기 안양시 만안구 삼덕로 5,37.3954165,126.9460078,800323,,,,0,,1,2024-06-21 02:47:51,2024-06-21 03:40:51
701199,651,302554,SPLIT,MANUAL,,,MANUAL,안양돈까스,8500,8500,2024-06-21 02:58:48,경기 안양시 만안구 삼덕로 5,37.3958864,126.9464948,800323,,,,0,,1,2024-06-21 03:27:48,2024-06-21 03:31:48
701200,499,301950,SPLIT,GALLERY,https://storage.beggar.dev/receipts/701200.jpg,5de0d4f1fe3555bd73eb5b09056ad05f19e7abf393ec2034351fc6a390ff3866,SUCCESS,강남브런치,8300,8300,2025-11-07 22:13:07,서울 강남구 논현로 56,37.5114101,127.0295454,800303,,,,0,,1,2025-11-07 22:23:07,2025-11-07 23:11:07
701201,499,301948,SPLIT,GALLERY,https://storage.beggar.dev/receipts/701201.jpg,af0670caa6d5185ca0d3fec4707bae27b6f6460f3917147132f5495504362446,SUCCESS,강남브런치,8500,8500,2025-07-17 12:42:46,서울 강남구 논현로 56,37.5104554,127.0285665,800303,,,,0,,1,2025-07-17 12:54:46,2025-07-17 13:06:46
701202,499,301949,SPLIT,MANUAL,,,MANUAL,강남브런치,6600,6600,2025-09-14 11:30:03,서울 강남구 논현로 56,37.5118948,127.0300247,800303,,,,0,,1,2025-09-14 11:56:03,2025-09-14 12:06:03
701203,183,300695,SPLIT,MANUAL,,,MANUAL,광주짬뽕,8300,8300,2024-09-11 17:11:42,광주 서구 화정로 5,35.152559,126.8530394,800097,GP_GWANGJU_CN_001,광주짬뽕,광주 서구 화정로 5,1,2024-09-11 18:51:42,1,2024-09-11 17:23:42,2024-09-11 17:51:42
701204,183,300696,SPLIT,MANUAL,,,MANUAL,광주짬뽕,8800,8800,2024-09-11 17:22:01,광주 서구 화정로 5,35.1531301,126.8533191,800097,,,,0,,1,2024-09-11 17:38:01,2024-09-11 18:22:01
701205,183,300695,SPLIT,MANUAL,,,MANUAL,광주짬뽕,8700,8700,2024-09-11 15:54:56,광주 서구 화정로 5,35.1529654,126.8542323,800097,,,,0,,1,2024-09-11 16:19:56,2024-09-11 16:34:56
701206,78,300288,SPLIT,CAMERA,https://storage.beggar.dev/receipts/701206.jpg,e74dd64f1c977ae26047d6b2a33ddfeea12f799aa1daf510d0b3d20f8515db86,SUCCESS,마포짬뽕,8300,8300,2025-02-03 06:11:50,서울 마포구 신촌로 10,37.5557795,126.9365115,800093,GP_MAPO_CN_001,마포짬뽕,서울 마포구 신촌로 10,1,2025-02-03 07:34:50,1,2025-02-03 06:20:50,2025-02-03 06:54:50
701207,78,300287,SPLIT,GALLERY,https://storage.beggar.dev/receipts/701207.jpg,e78caa5f41b01542dcd7a6d9b871ddfc0f5a5105b3c9f43646af73540e7463fd,SUCCESS,마포짬뽕,7100,7100,2025-02-03 04:37:58,서울 마포구 신촌로 10,37.555371,126.936028,800093,GP_MAPO_CN_001,마포짬뽕,서울 마포구 신촌로 10,1,2025-02-03 06:33:58,1,2025-02-03 04:44:58,2025-02-03 04:55:58
701208,102,300375,SPLIT,MANUAL,,,MANUAL,수원토스트,4100,4100,2024-10-12 04:48:47,경기 수원시 팔달구 매산로 11,37.2867651,127.0138632,800313,GP_SUWON_ETC_001,수원토스트,경기 수원시 팔달구 매산로 11,1,2024-10-12 06:26:47,1,2024-10-12 04:52:47,2024-10-12 05:26:47
701209,102,300376,SPLIT,MANUAL,,,MANUAL,수원토스트,3800,3800,2024-10-12 06:05:44,경기 수원시 팔달구 매산로 11,37.2868973,127.0143056,800313,GP_SUWON_ETC_001,수원토스트,경기 수원시 팔달구 매산로 11,1,2024-10-12 06:22:44,1,2024-10-12 06:12:44,2024-10-12 06:15:44
701210,102,300375,SPLIT,MANUAL,,,MANUAL,수원토스트,3000,3000,2024-10-12 08:36:40,경기 수원시 팔달구 매산로 11,37.2875848,127.0137818,800313,GP_SUWON_ETC_001,수원토스트,경기 수원시 팔달구 매산로 11,1,2024-10-12 10:28:40,1,2024-10-12 09:06:40,2024-10-12 09:15:40
701211,411,301619,SPLIT,MANUAL,,,MANUAL,마포버거,6900,6900,2024-09-03 02:04:48,서울 마포구 양화로 55,37.5532098,126.9170601,800258,GP_MAPO_WS_001,마포버거,서울 마포구 양화로 55,1,2024-09-03 02:26:48,1,2024-09-03 02:22:48,2024-09-03 02:59:48
701212,411,301618,SPLIT,MANUAL,,,MANUAL,마포버거,8200,8200,2024-09-03 02:51:35,서울 마포구 양화로 55,37.5520246,126.9185971,800258,,,,0,,1,2024-09-03 02:59:35,2024-09-03 03:07:35
701213,411,301620,SPLIT,CAMERA,https://storage.beggar.dev/receipts/701213.jpg,74c541b364dd5e29147fc01d32992c4c4390c8f0ba59d8ce4bddc949a84322cf,SUCCESS,마포버거,7200,7200,2024-09-03 00:19:22,서울 마포구 양화로 55,37.552187,126.9174084,800258,GP_MAPO_WS_001,마포버거,서울 마포구 양화로 55,1,2024-09-03 02:13:22,1,2024-09-03 00:39:22,2024-09-03 01:08:22
701214,411,301622,SPLIT,GALLERY,https://storage.beggar.dev/receipts/701214.jpg,5079624104289c982894cb9d47971973b2d0f71aa3d5fb052eab6b10a5f4cf60,SUCCESS,마포버거,9800,9800,2024-09-03 01:49:11,서울 마포구 양화로 55,37.5523713,126.9170499,800258,,,,0,,1,2024-09-03 02:08:11,2024-09-03 02:10:11
701215,411,301621,SPLIT,CAMERA,https://storage.beggar.dev/receipts/701215.jpg,08d1e984cd500aae0ff52af5d41e9e509fdbbedcabe5eaf170db236ad338b2e8,PENDING,마포버거,9700,9700,2024-09-03 00:39:57,서울 마포구 양화로 55,37.5522219,126.9173344,800258,,,,0,,1,2024-09-03 00:50:57,2024-09-03 01:45:57
701216,494,301929,SPLIT,GALLERY,https://storage.beggar.dev/receipts/701216.jpg,cf06952f16c29391e4fc02e29ee9555a76278f360e30ab5e979a6ed864e216ab,SUCCESS,성수초밥,12400,12400,2024-04-09 17:44:55,서울 성동구 성수이로 7,37.5436031,127.0587137,800053,,,,0,,1,2024-04-09 17:53:55,2024-04-09 18:12:55
701217,494,301926,SPLIT,MANUAL,,,MANUAL,성수초밥,11600,11600,2024-04-09 14:48:30,서울 성동구 성수이로 7,37.5432881,127.0573622,800053,GP_SEONGDONG_JP_001,성수초밥,서울 성동구 성수이로 7,1,2024-04-09 16:13:30,1,2024-04-09 14:54:30,2024-04-09 15:17:30
701218,189,300719,SPLIT,MANUAL,,,MANUAL,강남토스트,3700,3700,2025-10-19 07:46:13,서울 강남구 강남대로 99,37.4963606,127.028234,800243,,,,0,,1,2025-10-19 07:55:13,2025-10-19 08:14:13
701219,189,300721,SPLIT,MANUAL,,,MANUAL,강남토스트,3700,3700,2024-12-31 23:27:25,서울 강남구 강남대로 99,37.4961887,127.0288459,800243,,,,0,,1,2024-12-31 23:49:25,2025-01-01 00:00:25
701220,189,300720,SPLIT,GALLERY,https://storage.beggar.dev/receipts/701220.jpg,f5e279edebafad61e0a47719869e5fa529a079de3bfae83a499c8a9b1fbe7492,SUCCESS,강남토스트,4100,4100,2025-07-23 12:59:39,서울 강남구 강남대로 99,37.4979413,127.0272679,800243,,,,0,,1,2025-07-23 13:13:39,2025-07-23 13:18:39
701221,189,300719,SPLIT,MANUAL,,,MANUAL,강남토스트,3500,3500,2025-04-17 03:46:20,서울 강남구 강남대로 99,37.4967645,127.0272628,800243,,,,0,,1,2025-04-17 04:13:20,2025-04-17 04:57:20
701222,523,302056,SPLIT,GALLERY,https://storage.beggar.dev/receipts/701222.jpg,7c97b72e2115d5b8493ef0a7b0bb104ec1c6645fd10d33c2dd21136d47249815,SUCCESS,해운대분식,5700,5700,2024-09-23 02:12:01,부산 해운대구 구남로 22,35.1585149,129.1585711,800413,GP_BUSAN_ETC_001,해운대분식,부산 해운대구 구남로 22,1,2024-09-23 03:39:01,1,2024-09-23 02:31:01,2024-09-23 03:30:01
701223,523,302057,SPLIT,MANUAL,,,MANUAL,해운대분식,4500,4500,2024-09-23 02:11:42,부산 해운대구 구남로 22,35.1587576,129.1599613,800413,,,,0,,1,2024-09-23 02:40:42,2024-09-23 03:06:42
701224,504,301971,SPLIT,MANUAL,,,MANUAL,해운대스테이크,11800,11800,2024-12-12 18:34:40,부산 해운대구 달맞이길 55,35.1650223,129.1704614,800471,GP_BUSAN_WS_001,해운대스테이크,부산 해운대구 달맞이길 55,1,2024-12-12 20:29:40,1,2024-12-12 18:51:40,2024-12-12 19:24:40
701225,504,301975,SPLIT,MANUAL,,,MANUAL,해운대스테이크,14200,14200,2024-12-12 21:31:32,부산 해운대구 달맞이길 55,35.1645832,129.1716927,800471,GP_BUSAN_WS_001,해운대스테이크,부산 해운대구 달맞이길 55,1,2024-12-12 21:57:32,1,2024-12-12 21:49:32,2024-12-12 21:54:32
701226,504,301973,SPLIT,MANUAL,,,MANUAL,해운대스테이크,10000,10000,2024-12-12 18:55:26,부산 해운대구 달맞이길 55,35.1654522,129.1710582,800471,GP_BUSAN_WS_001,해운대스테이크,부산 해운대구 달맞이길 55,1,2024-12-12 20:50:26,1,2024-12-12 19:09:26,2024-12-12 19:28:26
701227,504,301974,SPLIT,GALLERY,https://storage.beggar.dev/receipts/701227.jpg,7840f92a3a6a08dea65d9c55a48b34a0cc5f82eb452ece3844099b11f78067bb,SUCCESS,해운대스테이크,11300,11300,2024-12-12 22:01:53,부산 해운대구 달맞이길 55,35.1655708,129.1719593,800471,GP_BUSAN_WS_001,해운대스테이크,부산 해운대구 달맞이길 55,1,2024-12-12 22:46:53,1,2024-12-12 22:30:53,2024-12-12 23:30:53
701228,504,301970,SPLIT,GALLERY,https://storage.beggar.dev/receipts/701228.jpg,ad357424aaf356e3cf25a559dc8e4f8c8eb4f12f2c38359a67cf44b73722ae00,SUCCESS,해운대스테이크,13200,13200,2024-12-12 20:59:34,부산 해운대구 달맞이길 55,35.164448,129.1719309,800471,GP_BUSAN_WS_001,해운대스테이크,부산 해운대구 달맞이길 55,1,2024-12-12 22:01:34,1,2024-12-12 21:08:34,2024-12-12 21:40:34
701229,137,300522,SPLIT,GALLERY,https://storage.beggar.dev/receipts/701229.jpg,17f5346d82e7808ca3cbcbef47762a71f60f5c6420ae8477b26b2be3bce3f7c1,SUCCESS,해운대분식,4000,4000,2026-01-11 05:53:39,부산 해운대구 구남로 22,35.1583726,129.1594851,800414,GP_BUSAN_ETC_001,해운대분식,부산 해운대구 구남로 22,1,2026-01-11 07:53:39,1,2026-01-11 06:16:39,2026-01-11 07:10:39
701230,137,300523,SPLIT,MANUAL,,,MANUAL,해운대분식,4700,4700,2026-01-11 05:35:26,부산 해운대구 구남로 22,35.1574356,129.1581219,800414,GP_BUSAN_ETC_001,해운대분식,부산 해운대구 구남로 22,1,2026-01-11 05:47:26,1,2026-01-11 05:47:26,2026-01-11 06:44:26
701231,137,300521,SPLIT,CAMERA,https://storage.beggar.dev/receipts/701231.jpg,d4b6bdfbe8594c02c4df0bfc45b378a1131c384f31a5eed8b26d4dc41081b08d,SUCCESS,해운대분식,4500,4500,2026-01-11 06:48:20,부산 해운대구 구남로 22,35.1581875,129.1592244,800414,,,,0,,1,2026-01-11 07:05:20,2026-01-11 07:29:20
701232,137,300522,SPLIT,MANUAL,,,MANUAL,해운대분식,5200,5200,2026-01-11 05:33:54,부산 해운대구 구남로 22,35.15718,129.1585042,800414,,,,0,,1,2026-01-11 05:50:54,2026-01-11 06:23:54
701233,294,301147,SPLIT,MANUAL,,,MANUAL,수원짬뽕,9400,9400,2025-02-19 17:04:54,경기 수원시 팔달구 창룡대로 9,37.285371,127.0194031,800369,GP_SUWON_CN_001,수원짬뽕,경기 수원시 팔달구 창룡대로 9,1,2025-02-19 18:12:54,1,2025-02-19 17:29:54,2025-02-19 18:16:54
701234,294,301150,SPLIT,MANUAL,,,MANUAL,수원짬뽕,10000,10000,2025-02-19 17:12:42,경기 수원시 팔달구 창룡대로 9,37.2854327,127.0190895,800369,,,,0,,1,2025-02-19 17:34:42,2025-02-19 18:08:42
701235,294,301149,SPLIT,MANUAL,,,MANUAL,수원짬뽕,9800,9800,2025-02-19 11:59:43,경기 수원시 팔달구 창룡대로 9,37.2856853,127.0191644,800369,GP_SUWON_CN_001,수원짬뽕,경기 수원시 팔달구 창룡대로 9,1,2025-02-19 13:58:43,1,2025-02-19 12:17:43,2025-02-19 13:07:43
701236,294,301148,SPLIT,MANUAL,,,MANUAL,수원짬뽕,7900,7900,2025-02-19 16:53:56,경기 수원시 팔달구 창룡대로 9,37.2840461,127.0201935,800369,GP_SUWON_CN_001,수원짬뽕,경기 수원시 팔달구 창룡대로 9,1,2025-02-19 18:50:56,1,2025-02-19 17:07:56,2025-02-19 17:37:56
701237,294,301147,SPLIT,MANUAL,,,MANUAL,수원짬뽕,9600,9600,2025-02-19 17:16:48,경기 수원시 팔달구 창룡대로 9,37.2857806,127.020446,800369,GP_SUWON_CN_001,수원짬뽕,경기 수원시 팔달구 창룡대로 9,1,2025-02-19 17:57:48,1,2025-02-19 17:33:48,2025-02-19 17:50:48
701238,333,301296,SPLIT,CAMERA,https://storage.beggar.dev/receipts/701238.jpg,7c0a9965db72bcb70ec8128f61c2e433397f58026011b752a258d4a736d77d98,SUCCESS,해운대분식,4700,4700,2026-06-04 03:38:19,부산 해운대구 구남로 22,35.1576595,129.158283,800359,GP_BUSAN_ETC_001,해운대분식,부산 해운대구 구남로 22,1,2026-06-04 05:01:19,1,2026-06-04 04:07:19,2026-06-04 04:12:19
701239,333,301297,SPLIT,GALLERY,https://storage.beggar.dev/receipts/701239.jpg,68fb7e3a4329874cfaa05e83edfddfefdc543b2138079057accd2aaa7f365cd2,SUCCESS,해운대분식,4400,4400,2025-07-06 04:15:40,부산 해운대구 구남로 22,35.1574069,129.1595253,800359,,,,0,,1,2025-07-06 04:20:40,2025-07-06 04:21:40
701240,333,301296,SPLIT,MANUAL,,,MANUAL,해운대분식,4100,4100,2025-05-18 12:52:17,부산 해운대구 구남로 22,35.1581495,129.1591945,800359,,,,0,,1,2025-05-18 13:06:17,2025-05-18 13:32:17
701241,333,301297,SPLIT,MANUAL,,,MANUAL,해운대분식,5400,5400,2025-05-27 07:29:55,부산 해운대구 구남로 22,35.1578832,129.1594322,800359,GP_BUSAN_ETC_001,해운대분식,부산 해운대구 구남로 22,1,2025-05-27 07:51:55,1,2025-05-27 07:48:55,2025-05-27 08:44:55
