budget_id,room_member_id,budget_amount,submitted_at
500635,300685,38000,2026-01-02 20:09:28
500636,300686,17000,2026-01-02 19:57:28
500637,300687,43000,2026-01-02 19:51:02
500638,300688,50000,2026-01-02 20:34:02
500639,300689,45000,2026-01-02 20:17:02
500640,300690,17000,2026-01-02 20:32:02
500641,300691,11000,2026-01-02 20:36:02
500642,300692,22000,2026-01-02 20:38:23
500643,300693,22000,2026-01-02 20:14:23
500644,300694,29000,2026-01-02 20:25:23
500645,300695,42000,2026-01-02 19:54:23
500646,300696,26000,2026-01-02 20:35:31
500647,300697,11000,2026-01-02 21:17:31
500648,300698,50000,2026-01-02 20:44:31
500649,300699,44000,2026-01-02 21:14:31
500650,300700,21000,2026-01-02 21:05:58
500651,300701,17000,2026-01-02 20:35:58
500652,300702,22000,2026-01-02 21:24:28
500653,300703,30000,2026-01-02 21:27:28
500654,300704,33000,2026-01-02 21:12:28
500655,300705,13000,2026-01-02 20:33:28
500656,300706,12000,2026-01-02 20:57:45
500657,300707,21000,2026-01-02 21:19:45
500658,300708,29000,2026-01-02 20:43:45
500659,300709,39000,2026-01-02 20:59:50
500660,300710,15000,2026-01-02 21:10:50
500661,300711,20000,2026-01-02 21:26:50
500662,300712,15000,2026-01-02 21:36:50
500663,300713,13000,2026-01-02 21:19:56
500664,300714,46000,2026-01-02 21:10:56
500665,300715,22000,2026-01-02 21:05:56
500666,300716,43000,2026-01-02 21:35:04
500667,300717,12000,2026-01-02 21:54:04
500668,300718,23000,2026-01-02 21:58:04
500669,300719,28000,2026-01-02 21:30:04
500670,300720,27000,2026-01-02 21:18:04
500671,300721,43000,2026-01-02 21:51:11
500672,300722,47000,2026-01-02 21:40:11
500673,300723,12000,2026-01-02 21:44:11
500674,300724,10000,2026-01-02 21:43:11
500675,300725,29000,2026-01-02 21:37:10
500676,300726,38000,2026-01-02 22:07:10
500677,300727,37000,2026-01-02 22:24:10
500678,300728,33000,2026-01-02 22:02:10
500679,300729,42000,2026-01-02 21:56:40
500680,300730,35000,2026-01-02 22:21:40
500681,300731,29000,2026-01-02 22:33:40
500682,300733,19000,2026-01-02 22:36:09
500683,300734,10000,2026-01-02 22:32:09
500684,300735,29000,2026-01-02 21:50:09
500685,300736,15000,2026-01-02 22:35:09
500686,300737,45000,2026-01-02 22:44:41
500687,300738,34000,2026-01-02 22:54:41
500688,300739,16000,2026-01-02 22:39:41
500689,300740,35000,2026-01-02 22:39:41
500690,300741,47000,2026-01-02 22:18:34
500691,300742,25000,2026-01-02 22:43:34
500692,300743,49000,2026-01-02 22:34:34
500693,300744,24000,2026-01-02 22:24:34
500694,300745,37000,2026-01-02 22:10:34
500695,300746,40000,2026-01-02 22:20:03
500696,300747,20000,2026-01-02 22:36:03
500697,300748,15000,2026-01-02 22:42:03
500698,300749,42000,2026-01-02 22:58:20
500699,300750,35000,2026-01-02 23:03:20
500700,300751,50000,2026-01-02 22:31:20
500701,300752,42000,2026-01-02 22:53:20
500702,300753,44000,2026-01-02 23:06:20
500703,300754,10000,2026-01-02 22:51:06
500704,300756,39000,2026-01-02 23:20:06
500705,300757,41000,2026-01-02 22:58:06
500706,300758,33000,2026-01-02 23:03:06
500707,300759,32000,2026-01-02 23:11:03
500708,300760,12000,2026-01-02 23:34:03
500709,300761,19000,2026-01-02 23:49:59
500710,300762,39000,2026-01-02 23:41:59
500711,300763,43000,2026-01-02 23:50:59
500712,300764,12000,2026-01-02 23:06:59
500713,300765,16000,2026-01-02 23:35:59
500714,300766,11000,2026-01-02 23:19:31
500715,300768,17000,2026-01-02 23:59:31
500716,300769,49000,2026-01-02 23:37:31
500717,300770,37000,2026-01-02 23:29:03
500718,300771,42000,2026-01-02 23:56:03
500719,300772,23000,2026-01-02 23:30:56
500720,300773,27000,2026-01-02 23:53:56
500721,300774,16000,2026-01-02 23:40:56
500722,300775,48000,2026-01-03 00:40:35
500723,300776,31000,2026-01-03 00:19:35
500724,300777,31000,2026-01-02 23:47:35
500725,300778,44000,2026-01-03 00:26:35
500726,300779,12000,2026-01-03 00:30:35
500727,300780,41000,2026-01-03 00:31:35
500728,300781,30000,2026-01-03 00:23:23
500729,300782,47000,2026-01-03 00:15:23
500730,300783,11000,2026-01-03 00:47:23
500731,300784,17000,2026-01-03 00:21:02
500732,300785,46000,2026-01-03 00:17:02
500733,300786,35000,2026-01-03 00:55:02
500734,300787,48000,2026-01-03 00:26:02
500735,300788,50000,2026-01-03 00:47:02
500736,300789,38000,2026-01-03 00:25:08
500737,300791,21000,2026-01-03 01:03:08
500738,300794,11000,2026-01-03 00:49:34
500739,300795,40000,2026-01-03 01:19:34
500740,300796,34000,2026-01-03 01:26:37
500741,300797,20000,2026-01-03 01:24:37
500742,300798,30000,2026-01-03 00:50:10
500743,300799,46000,2026-01-03 01:11:10
500744,300800,25000,2026-01-03 01:40:10
500745,300801,20000,2026-01-03 01:11:20
500746,300802,12000,2026-01-03 01:29:20
500747,300803,44000,2026-01-03 01:11:33
500748,300804,11000,2026-01-03 01:41:33
500749,300805,35000,2026-01-03 01:58:33
500750,300806,35000,2026-01-03 01:52:33
500751,300808,17000,2026-01-03 02:10:21
500752,300809,19000,2026-01-03 01:31:21
500753,300810,31000,2026-01-03 01:50:21
500754,300811,38000,2026-01-03 01:59:14
500755,300812,27000,2026-01-03 02:12:14
500756,300813,28000,2026-01-03 01:33:14
500757,300814,28000,2026-01-03 01:46:14
500758,300816,48000,2026-01-03 01:48:35
500759,300817,11000,2026-01-03 02:27:35
500760,300818,10000,2026-01-03 02:00:35
500761,300819,43000,2026-01-03 02:18:35
500762,300820,43000,2026-01-03 02:09:51
500763,300821,20000,2026-01-03 02:51:51
500764,300822,34000,2026-01-03 02:04:51
500765,300823,29000,2026-01-03 01:56:51
500766,300824,39000,2026-01-03 02:37:13
500767,300826,35000,2026-01-03 02:37:33
500768,300827,27000,2026-01-03 02:33:33
500769,300829,21000,2026-01-03 03:13:49
500770,300831,27000,2026-01-03 03:00:49
500771,300832,14000,2026-01-03 02:37:49
500772,300833,25000,2026-01-03 02:50:49
500773,300834,50000,2026-01-03 02:45:48
500774,300835,40000,2026-01-03 02:30:48
500775,300836,41000,2026-01-03 02:54:48
500776,300837,17000,2026-01-03 03:29:48
500777,300838,47000,2026-01-03 03:13:48
500778,300839,27000,2026-01-03 03:16:47
500779,300840,42000,2026-01-03 02:59:47
500780,300841,45000,2026-01-03 03:29:11
500781,300842,21000,2026-01-03 03:31:11
500782,300843,40000,2026-01-03 03:23:11
500783,300844,29000,2026-01-03 02:55:11
500784,300845,16000,2026-01-03 03:40:41
500785,300846,30000,2026-01-03 03:44:41
500786,300847,49000,2026-01-03 03:08:41
500787,300848,22000,2026-01-03 03:40:41
500788,300849,40000,2026-01-03 03:53:07
500789,300850,27000,2026-01-03 03:33:07
500790,300852,29000,2026-01-03 03:47:50
500791,300853,35000,2026-01-03 03:09:50
500792,300856,34000,2026-01-03 04:01:25
500793,300857,23000,2026-01-03 04:20:25
500794,300858,14000,2026-01-03 03:34:25
500795,300859,47000,2026-01-03 04:09:25
500796,300860,48000,2026-01-03 04:11:24
500797,300861,31000,2026-01-03 04:03:24
500798,300862,17000,2026-01-03 04:05:24
500799,300863,36000,2026-01-03 04:28:24
500800,300864,46000,2026-01-03 03:47:24
500801,300865,26000,2026-01-03 04:32:00
500802,300866,18000,2026-01-03 04:25:00
500803,300867,30000,2026-01-03 04:52:00
500804,300868,33000,2026-01-03 04:21:32
500805,300869,26000,2026-01-03 04:32:32
500806,300870,36000,2026-01-03 04:16:32
500807,300871,42000,2026-01-03 04:48:08
500808,300872,42000,2026-01-03 04:52:08
500809,300873,46000,2026-01-03 04:13:48
500810,300875,46000,2026-01-03 04:37:48
500811,300876,14000,2026-01-03 05:19:48
500812,300877,38000,2026-01-03 05:07:48
500813,300878,39000,2026-01-03 04:59:04
500814,300879,11000,2026-01-03 04:54:04
500815,300880,24000,2026-01-03 05:11:28
500816,300881,22000,2026-01-03 05:29:28
500817,300882,46000,2026-01-03 05:03:28
500818,300883,21000,2026-01-03 04:41:28
500819,300884,12000,2026-01-03 05:42:28
500820,300885,24000,2026-01-03 05:47:26
500821,300886,27000,2026-01-03 05:03:26
500822,300887,17000,2026-01-03 05:53:00
500823,300889,38000,2026-01-03 05:15:00
500824,300890,47000,2026-01-03 05:50:00
500825,300891,41000,2026-01-03 05:46:34
500826,300892,36000,2026-01-03 05:18:34
500827,300893,11000,2026-01-03 05:20:46
500828,300894,16000,2026-01-03 05:55:46
500829,300895,37000,2026-01-03 06:02:46
500830,300896,15000,2026-01-03 06:09:46
500831,300897,30000,2026-01-03 05:46:55
500832,300898,10000,2026-01-03 05:42:55
500833,300899,12000,2026-01-03 05:34:55
500834,300900,28000,2026-01-03 06:02:55
500835,300901,21000,2026-01-03 05:40:55
500836,300902,20000,2026-01-03 05:52:48
500837,300903,33000,2026-01-03 06:39:48
500838,300904,11000,2026-01-03 06:12:48
500839,300905,36000,2026-01-03 06:07:09
500840,300906,43000,2026-01-03 06:09:09
500841,300907,17000,2026-01-03 06:18:56
500842,300908,44000,2026-01-03 06:42:56
500843,300909,10000,2026-01-03 06:25:56
500844,300910,18000,2026-01-03 06:14:56
500845,300911,46000,2026-01-03 06:34:55
500846,300912,19000,2026-01-03 06:35:55
500847,300913,21000,2026-01-03 07:00:48
500848,300914,47000,2026-01-03 06:53:48
500849,300915,18000,2026-01-03 06:34:48
500850,300916,12000,2026-01-03 07:11:48
500851,300918,20000,2026-01-03 06:48:38
500852,300919,32000,2026-01-03 06:43:38
500853,300920,35000,2026-01-03 07:02:38
500854,300921,42000,2026-01-03 07:07:03
500855,300922,31000,2026-01-03 07:25:03
500856,300923,16000,2026-01-03 07:22:03
500857,300924,14000,2026-01-03 07:24:03
500858,300925,24000,2026-01-03 07:08:42
500859,300926,28000,2026-01-03 07:06:42
500860,300927,21000,2026-01-03 07:27:30
500861,300928,22000,2026-01-03 07:11:30
500862,300929,22000,2026-01-03 07:32:30
500863,300930,19000,2026-01-03 07:46:30
500864,300931,44000,2026-01-03 07:34:30
500865,300932,50000,2026-01-03 07:41:08
500866,300933,19000,2026-01-03 07:59:08
500867,300935,40000,2026-01-03 08:03:05
500868,300936,10000,2026-01-03 07:19:05
500869,300937,23000,2026-01-03 08:01:05
500870,300938,36000,2026-01-03 07:15:05
500871,300939,35000,2026-01-03 08:06:48
500872,300940,24000,2026-01-03 07:35:48
500873,300941,47000,2026-01-03 08:22:48
500874,300942,50000,2026-01-03 07:33:12
500875,300943,50000,2026-01-03 08:28:12
500876,300944,17000,2026-01-03 08:09:12
500877,300945,31000,2026-01-03 08:22:35
500878,300947,20000,2026-01-03 08:39:35
500879,300948,48000,2026-01-03 08:47:31
500880,300949,41000,2026-01-03 09:06:31
500881,300950,50000,2026-01-03 07:53:31
500882,300951,27000,2026-01-03 08:25:31
500883,300952,41000,2026-01-03 08:14:02
500884,300953,27000,2026-01-03 08:15:02
500885,300955,43000,2026-01-03 09:10:02
500886,300957,25000,2026-01-03 08:53:37
500887,300958,36000,2026-01-03 09:17:37
500888,300959,43000,2026-01-03 08:36:31
500889,300961,23000,2026-01-03 08:52:31
500890,300962,16000,2026-01-03 08:44:31
500891,300963,32000,2026-01-03 08:52:22
500892,300964,39000,2026-01-03 09:20:22
500893,300966,30000,2026-01-03 09:30:22
500894,300967,21000,2026-01-03 09:46:22
500895,300968,24000,2026-01-03 09:22:42
500896,300969,15000,2026-01-03 09:39:42
500897,300970,21000,2026-01-03 09:44:42
500898,300971,41000,2026-01-03 09:20:42
500899,300972,17000,2026-01-03 08:58:29
500900,300973,45000,2026-01-03 09:26:29
500901,300974,49000,2026-01-03 09:42:29
500902,300975,48000,2026-01-03 09:50:29
500903,300976,18000,2026-01-03 09:32:35
500904,300977,28000,2026-01-03 10:01:35
500905,300978,38000,2026-01-03 09:55:35
500906,300979,24000,2026-01-03 09:28:44
500907,300980,23000,2026-01-03 09:40:44
500908,300981,49000,2026-01-03 09:36:44
500909,300982,35000,2026-01-03 10:14:12
500910,300983,26000,2026-01-03 10:13:12
500911,300984,26000,2026-01-03 10:08:12
500912,300985,30000,2026-01-03 10:25:25
500913,300986,44000,2026-01-03 10:28:25
500914,300987,42000,2026-01-03 10:36:25
500915,300988,48000,2026-01-03 10:05:25
500916,300989,39000,2026-01-03 10:16:24
500917,300990,20000,2026-01-03 09:39:24
500918,300991,32000,2026-01-03 10:07:24
500919,300992,27000,2026-01-03 10:45:41
500920,300993,48000,2026-01-03 10:17:41
500921,300994,29000,2026-01-03 10:38:02
500922,300995,36000,2026-01-03 10:21:02
500923,300996,30000,2026-01-03 11:09:02
500924,300997,32000,2026-01-03 10:55:02
500925,300998,14000,2026-01-03 10:48:02
500926,300999,21000,2026-01-03 10:12:13
500927,301000,31000,2026-01-03 10:14:13
500928,301001,34000,2026-01-03 11:19:13
500929,301002,32000,2026-01-03 10:36:36
500930,301003,15000,2026-01-03 10:42:36
500931,301004,50000,2026-01-03 10:32:36
500932,301005,13000,2026-01-03 11:26:44
500933,301006,10000,2026-01-03 10:42:44
500934,301007,46000,2026-01-03 11:27:44
500935,301008,22000,2026-01-03 11:11:44
500936,301009,19000,2026-01-03 11:35:49
500937,301010,21000,2026-01-03 11:22:49
500938,301011,49000,2026-01-03 10:38:49
500939,301012,47000,2026-01-03 11:24:22
500940,301013,48000,2026-01-03 11:01:22
500941,301015,17000,2026-01-03 11:42:22
500942,301016,41000,2026-01-03 11:34:15
500943,301017,40000,2026-01-03 11:48:15
500944,301018,47000,2026-01-03 11:26:15
500945,301019,43000,2026-01-03 11:48:20
500946,301020,30000,2026-01-03 11:23:20
500947,301021,37000,2026-01-03 11:51:20
500948,301022,41000,2026-01-03 11:12:20
500949,301023,13000,2026-01-03 12:10:11
500950,301024,29000,2026-01-03 11:55:11
500951,301025,30000,2026-01-03 12:08:11
500952,301026,34000,2026-01-03 11:37:11
500953,301027,37000,2026-01-03 12:29:11
500954,301028,39000,2026-01-03 11:40:35
500955,301029,23000,2026-01-03 11:59:35
500956,301030,12000,2026-01-03 11:50:35
500957,301031,28000,2026-01-03 11:55:35
500958,301032,35000,2026-01-03 12:07:05
500959,301033,26000,2026-01-03 12:22:05
500960,301034,50000,2026-01-03 12:23:05
500961,301035,34000,2026-01-03 12:16:19
500962,301036,41000,2026-01-03 12:26:19
500963,301037,12000,2026-01-03 12:42:19
500964,301038,24000,2026-01-03 12:12:19
500965,301039,44000,2026-01-03 12:21:30
500966,301040,35000,2026-01-03 12:35:30
500967,301041,26000,2026-01-03 12:20:30
500968,301042,22000,2026-01-03 12:29:29
500969,301043,16000,2026-01-03 12:28:29
500970,301044,15000,2026-01-03 12:59:29
500971,301045,19000,2026-01-03 13:07:55
500972,301046,42000,2026-01-03 13:34:55
500973,301048,21000,2026-01-03 13:17:44
500974,301049,35000,2026-01-03 12:51:44
500975,301050,24000,2026-01-03 12:39:44
500976,301051,43000,2026-01-03 13:13:40
500977,301052,13000,2026-01-03 12:53:40
500978,301053,11000,2026-01-03 13:32:40
500979,301054,33000,2026-01-03 12:48:40
500980,301055,10000,2026-01-03 13:07:40
500981,301056,12000,2026-01-03 13:42:36
500982,301057,40000,2026-01-03 13:48:36
500983,301058,34000,2026-01-03 13:33:36
500984,301060,39000,2026-01-03 13:36:36
500985,301061,21000,2026-01-03 13:40:18
500986,301063,12000,2026-01-03 13:29:18
500987,301064,24000,2026-01-03 13:48:18
500988,301065,35000,2026-01-03 13:28:18
500989,301066,35000,2026-01-03 13:24:42
500990,301067,22000,2026-01-03 13:48:42
500991,301068,49000,2026-01-03 13:50:42
500992,301070,19000,2026-01-03 13:48:42
500993,301071,36000,2026-01-03 13:38:25
500994,301072,20000,2026-01-03 14:26:25
500995,301073,38000,2026-01-03 13:22:25
500996,301074,21000,2026-01-03 13:54:25
500997,301076,18000,2026-01-03 14:21:58
500998,301078,16000,2026-01-03 14:17:58
500999,301079,31000,2026-01-03 14:31:41
501000,301080,22000,2026-01-03 14:34:41
501001,301081,47000,2026-01-03 14:49:14
501002,301082,28000,2026-01-03 14:10:14
501003,301083,19000,2026-01-03 14:24:14
501004,301084,36000,2026-01-03 14:15:14
501005,301085,19000,2026-01-03 14:27:49
501006,301086,34000,2026-01-03 14:54:49
501007,301087,47000,2026-01-03 14:40:49
501008,301089,41000,2026-01-03 14:38:49
501009,301090,18000,2026-01-03 14:50:58
501010,301091,17000,2026-01-03 15:00:58
501011,301092,32000,2026-01-03 14:56:13
501012,301094,26000,2026-01-03 14:55:13
501013,301095,11000,2026-01-03 15:15:13
501014,301096,26000,2026-01-03 15:03:19
501015,301098,49000,2026-01-03 14:40:35
501016,301099,22000,2026-01-03 15:18:35
501017,301100,37000,2026-01-03 15:28:11
501018,301101,26000,2026-01-03 15:32:11
501019,301102,38000,2026-01-03 15:30:11
501020,301103,42000,2026-01-03 15:03:11
501021,301104,14000,2026-01-03 15:16:00
501022,301105,14000,2026-01-03 14:58:00
501023,301106,39000,2026-01-03 16:13:20
501024,301107,49000,2026-01-03 15:16:20
501025,301108,15000,2026-01-03 16:06:25
501026,301110,34000,2026-01-03 15:38:25
501027,301111,40000,2026-01-03 15:49:37
501028,301112,13000,2026-01-03 16:21:37
501029,301113,22000,2026-01-03 15:47:37
501030,301114,17000,2026-01-03 16:16:37
501031,301115,30000,2026-01-03 16:41:37
501032,301116,50000,2026-01-03 16:10:09
501033,301117,25000,2026-01-03 16:20:09
501034,301118,26000,2026-01-03 16:15:09
501035,301119,41000,2026-01-03 16:00:09
501036,301121,47000,2026-01-03 16:45:40
501037,301123,40000,2026-01-03 16:42:53
501038,301124,44000,2026-01-03 16:53:53
501039,301125,32000,2026-01-03 16:23:53
501040,301126,35000,2026-01-03 16:54:53
501041,301127,18000,2026-01-03 16:56:24
501042,301128,19000,2026-01-03 16:51:24
501043,301129,21000,2026-01-03 16:41:24
501044,301130,11000,2026-01-03 16:34:24
501045,301131,11000,2026-01-03 16:43:24
501046,301132,37000,2026-01-03 16:58:28
501047,301134,40000,2026-01-03 17:04:28
501048,301135,23000,2026-01-03 16:57:28
501049,301136,37000,2026-01-03 17:24:18
501050,301137,31000,2026-01-03 17:21:18
501051,301138,33000,2026-01-03 17:06:18
501052,301139,23000,2026-01-03 17:03:49
501053,301140,30000,2026-01-03 17:44:49
501054,301141,22000,2026-01-03 17:16:53
501055,301143,25000,2026-01-03 17:43:53
501056,301144,42000,2026-01-03 17:02:53
501057,301145,27000,2026-01-03 17:28:05
501058,301146,27000,2026-01-03 18:06:05
501059,301147,40000,2026-01-03 17:12:05
501060,301148,49000,2026-01-03 17:37:05
501061,301149,22000,2026-01-03 17:50:50
501062,301150,22000,2026-01-03 17:40:50
501063,301151,34000,2026-01-03 17:58:50
501064,301152,26000,2026-01-03 17:28:50
501065,301153,15000,2026-01-03 17:52:20
501066,301154,38000,2026-01-03 18:00:20
501067,301155,22000,2026-01-03 18:19:50
501068,301156,18000,2026-01-03 18:04:50
501069,301158,34000,2026-01-03 18:11:50
501070,301159,35000,2026-01-03 17:47:50
501071,301160,42000,2026-01-03 18:07:48
501072,301161,14000,2026-01-03 17:55:48
501073,301162,25000,2026-01-03 17:46:48
501074,301163,15000,2026-01-03 18:12:48
501075,301164,35000,2026-01-03 18:55:40
501076,301165,23000,2026-01-03 18:40:40
501077,301166,26000,2026-01-03 18:27:40
501078,301167,11000,2026-01-03 18:06:40
501079,301168,12000,2026-01-03 18:03:40
501080,301169,30000,2026-01-03 18:30:20
501081,301170,42000,2026-01-03 18:44:20
501082,301171,36000,2026-01-03 18:53:20
501083,301172,10000,2026-01-03 18:43:27
501084,301173,42000,2026-01-03 19:10:27
501085,301174,49000,2026-01-03 18:57:08
501086,301175,20000,2026-01-03 19:21:08
501087,301176,22000,2026-01-03 18:46:08
501088,301177,38000,2026-01-03 19:04:53
501089,301179,23000,2026-01-03 19:11:27
501090,301180,23000,2026-01-03 19:22:27
501091,301181,26000,2026-01-03 19:27:16
501092,301182,21000,2026-01-03 19:47:16
501093,301183,34000,2026-01-03 19:55:16
501094,301184,20000,2026-01-03 19:36:16
501095,301185,25000,2026-01-03 19:15:16
501096,301186,27000,2026-01-03 18:56:48
501097,301187,20000,2026-01-03 19:20:48
501098,301188,14000,2026-01-03 19:34:37
501099,301189,12000,2026-01-03 19:37:37
501100,301190,23000,2026-01-03 19:42:37
501101,301191,47000,2026-01-03 20:14:55
501102,301192,46000,2026-01-03 20:08:55
501103,301193,14000,2026-01-03 19:47:55
501104,301194,37000,2026-01-03 20:24:55
501105,301195,46000,2026-01-03 19:18:55
501106,301196,27000,2026-01-03 20:21:23
501107,301197,10000,2026-01-03 20:32:23
501108,301198,37000,2026-01-03 20:28:23
501109,301200,40000,2026-01-03 20:36:00
501110,301201,45000,2026-01-03 20:21:00
501111,301202,36000,2026-01-03 19:58:00
501112,301203,28000,2026-01-03 19:56:00
501113,301204,18000,2026-01-03 20:35:28
501114,301206,31000,2026-01-03 20:19:28
501115,301208,20000,2026-01-03 21:03:28
501116,301209,36000,2026-01-03 20:29:22
501117,301211,20000,2026-01-03 21:00:22
501118,301212,35000,2026-01-03 20:56:46
501119,301213,32000,2026-01-03 21:11:46
501120,301214,24000,2026-01-03 20:49:46
501121,301215,22000,2026-01-03 21:13:46
501122,301216,16000,2026-01-03 20:53:46
501123,301217,44000,2026-01-03 21:02:12
501124,301218,11000,2026-01-03 20:17:12
501125,301219,14000,2026-01-03 20:46:12
501126,301220,32000,2026-01-03 21:11:12
501127,301221,49000,2026-01-03 21:16:31
501128,301223,30000,2026-01-03 21:03:31
501129,301224,34000,2026-01-03 21:41:31
501130,301225,41000,2026-01-03 20:58:53
501131,301226,15000,2026-01-03 21:30:53
501132,301227,50000,2026-01-03 20:49:53
501133,301228,48000,2026-01-03 21:13:53
501134,301229,38000,2026-01-03 21:13:53
501135,301230,11000,2026-01-03 21:45:04
501136,301231,27000,2026-01-03 21:44:04
501137,301232,43000,2026-01-03 21:49:45
501138,301233,20000,2026-01-03 21:25:45
501139,301234,40000,2026-01-03 21:43:05
501140,301235,21000,2026-01-03 22:18:05
501141,301236,31000,2026-01-03 22:08:05
501142,301237,38000,2026-01-03 22:04:05
501143,301238,20000,2026-01-03 21:17:05
501144,301239,37000,2026-01-03 21:42:53
501145,301240,50000,2026-01-03 22:01:53
501146,301241,37000,2026-01-03 21:52:27
501147,301242,32000,2026-01-03 22:17:27
501148,301243,21000,2026-01-03 22:36:45
501149,301244,33000,2026-01-03 22:28:45
501150,301245,21000,2026-01-03 22:38:45
501151,301246,18000,2026-01-03 22:42:47
501152,301247,42000,2026-01-03 22:37:47
501153,301248,18000,2026-01-03 22:41:04
501154,301250,23000,2026-01-03 22:17:04
501155,301251,44000,2026-01-03 23:10:04
501156,301252,14000,2026-01-03 23:00:36
501157,301253,20000,2026-01-03 22:39:36
501158,301254,33000,2026-01-03 22:40:36
501159,301255,30000,2026-01-03 23:32:00
501160,301256,33000,2026-01-03 23:04:00
501161,301257,36000,2026-01-03 23:23:54
501162,301258,48000,2026-01-03 23:06:54
501163,301259,48000,2026-01-03 22:40:54
501164,301260,12000,2026-01-03 23:03:04
501165,301261,31000,2026-01-03 23:15:04
501166,301262,41000,2026-01-03 23:26:02
501167,301263,45000,2026-01-03 23:47:02
501168,301264,18000,2026-01-03 23:34:02
501169,301265,44000,2026-01-03 23:29:02
501170,301266,48000,2026-01-03 23:37:00
501171,301267,25000,2026-01-03 23:42:00
501172,301268,31000,2026-01-03 23:35:00
501173,301269,37000,2026-01-03 23:57:00
501174,301270,33000,2026-01-03 23:57:31
501175,301271,39000,2026-01-04 00:08:31
501176,301272,28000,2026-01-04 00:09:31
501177,301273,25000,2026-01-03 23:52:01
501178,301274,39000,2026-01-04 00:08:01
501179,301275,26000,2026-01-03 23:25:01
501180,301277,46000,2026-01-04 00:08:15
501181,301278,50000,2026-01-04 00:10:15
501182,301279,30000,2026-01-03 23:45:15
501183,301280,13000,2026-01-03 23:52:15
501184,301281,44000,2026-01-04 00:00:15
501185,301282,17000,2026-01-03 23:57:57
501186,301284,46000,2026-01-04 00:43:57
501187,301285,25000,2026-01-04 00:11:57
501188,301286,24000,2026-01-04 00:10:57
501189,301287,15000,2026-01-04 00:27:36
501190,301288,41000,2026-01-04 00:01:36
501191,301289,25000,2026-01-04 00:22:36
501192,301290,29000,2026-01-04 00:44:59
501193,301291,38000,2026-01-04 00:21:59
501194,301292,38000,2026-01-04 00:37:59
501195,301293,41000,2026-01-04 00:54:08
501196,301294,11000,2026-01-04 00:47:08
501197,301295,48000,2026-01-04 00:33:08
501198,301296,34000,2026-01-04 00:35:08
501199,301297,32000,2026-01-04 00:41:08
501200,301298,46000,2026-01-04 00:31:34
501201,301299,11000,2026-01-04 01:02:34
501202,301300,41000,2026-01-04 00:43:34
501203,301301,27000,2026-01-04 00:56:51
501204,301303,13000,2026-01-04 01:35:45
501205,301304,15000,2026-01-04 01:20:45
501206,301305,43000,2026-01-04 00:54:45
501207,301306,21000,2026-01-04 01:29:11
501208,301307,24000,2026-01-04 01:43:11
501209,301308,21000,2026-01-04 01:24:11
501210,301309,48000,2026-01-04 01:47:50
501211,301310,21000,2026-01-04 01:38:50
501212,301311,33000,2026-01-04 02:06:50
501213,301312,20000,2026-01-04 02:22:23
501214,301313,42000,2026-01-04 01:25:23
501215,301314,19000,2026-01-04 02:15:23
501216,301315,21000,2026-01-04 02:15:12
501217,301316,48000,2026-01-04 02:24:12
501218,301317,10000,2026-01-04 01:38:12
501219,301318,35000,2026-01-04 02:12:12
501220,301319,46000,2026-01-04 02:30:59
501221,301320,43000,2026-01-04 02:00:59
501222,301321,12000,2026-01-04 01:43:59
501223,301322,29000,2026-01-04 01:59:59
501224,301323,29000,2026-01-04 02:01:59
501225,301324,50000,2026-01-04 02:48:11
501226,301325,18000,2026-01-04 02:42:11
501227,301326,11000,2026-01-04 01:54:11
501228,301327,39000,2026-01-04 02:00:39
501229,301328,50000,2026-01-04 01:56:39
501230,301329,34000,2026-01-04 02:41:39
501231,301330,32000,2026-01-04 02:47:39
501232,301331,40000,2026-01-04 02:19:39
501233,301332,19000,2026-01-04 02:46:05
501234,301333,42000,2026-01-04 02:09:05
501235,301334,35000,2026-01-04 02:31:05
501236,301335,30000,2026-01-04 02:33:05
501237,301336,37000,2026-01-04 03:09:24
501238,301337,46000,2026-01-04 02:55:24
501239,301338,27000,2026-01-04 02:45:01
501240,301339,49000,2026-01-04 02:42:01
501241,301340,29000,2026-01-04 02:17:01
501242,301342,37000,2026-01-04 02:55:01
501243,301343,26000,2026-01-04 03:13:37
501244,301344,20000,2026-01-04 03:23:37
501245,301345,40000,2026-01-04 03:03:58
501246,301346,31000,2026-01-04 03:44:58
501247,301347,47000,2026-01-04 03:30:58
501248,301348,25000,2026-01-04 03:14:58
501249,301349,31000,2026-01-04 03:16:58
501250,301350,26000,2026-01-04 03:17:20
501251,301351,24000,2026-01-04 03:28:20
501252,301352,36000,2026-01-04 03:54:53
501253,301353,15000,2026-01-04 03:20:53
501254,301354,13000,2026-01-04 04:01:14
501255,301355,40000,2026-01-04 03:20:14
501256,301356,41000,2026-01-04 04:09:11
501257,301357,25000,2026-01-04 04:01:11
501258,301358,15000,2026-01-04 03:59:55
501259,301359,19000,2026-01-04 04:00:55
501260,301360,19000,2026-01-04 03:58:55
501261,301361,28000,2026-01-04 04:23:55
501262,301362,31000,2026-01-04 03:51:10
501263,301363,49000,2026-01-04 03:37:10
501264,301364,16000,2026-01-04 04:18:59
501265,301365,14000,2026-01-04 04:55:59
501266,301366,48000,2026-01-04 04:54:59
501267,301367,28000,2026-01-04 04:20:18
501268,301368,40000,2026-01-04 04:52:18
501269,301369,25000,2026-01-04 05:09:58
